#datum,kommune,faelle,genesen,verstorben,current,inzidenz,hospitalisierung,intensivbetten
2020-03-10,Einheitsgemeinde Twist,0,0,0,0
2020-03-10,Samtgemeinde Werlte,0,0,0,0
2020-03-10,Gesamt,1,0,0,1,0.0,0.0,0.0
2020-03-11,Samtgemeinde Dörpen,0,0,0,0
2020-03-11,Einheitsgemeinde Emsbüren,0,0,0,0
2020-03-11,Samtgemeinde Freren,0,0,0,0
2020-03-11,Einheitsgemeinde Geeste,0,0,0,0
2020-03-11,Stadt Haren (Ems),0,0,0,0
2020-03-11,Stadt Haselünne,0,0,0,0
2020-03-11,Samtgemeinde Herzlake,0,0,0,0
2020-03-11,Samtgemeinde Lathen,0,0,0,0
2020-03-11,Samtgemeinde Lengerich,0,0,0,0
2020-03-11,Stadt Lingen (Ems),0,0,0,0
2020-03-11,Stadt Meppen,0,0,0,0
2020-03-11,Samtgemeinde Nordhümmling,0,0,0,0
2020-03-11,Stadt Papenburg,0,0,0,0
2020-03-11,Einheitsgemeinde Rhede (Ems),0,0,0,0
2020-03-11,Einheitsgemeinde Salzbergen,0,0,0,0
2020-03-11,Samtgemeinde Sögel,0,0,0,0
2020-03-11,Samtgemeinde Spelle,0,0,0,0
2020-03-11,Einheitsgemeinde Twist,0,0,0,0
2020-03-11,Samtgemeinde Werlte,0,0,0,0
2020-03-11,Gesamt,2,0,0,2,0.0,0.0,0.0
2020-03-12,Samtgemeinde Dörpen,0,0,0,0
2020-03-12,Einheitsgemeinde Emsbüren,0,0,0,0
2020-03-12,Samtgemeinde Freren,0,0,0,0
2020-03-12,Einheitsgemeinde Geeste,0,0,0,0
2020-03-12,Stadt Haren (Ems),0,0,0,0
2020-03-12,Stadt Haselünne,0,0,0,0
2020-03-12,Samtgemeinde Herzlake,0,0,0,0
2020-03-12,Samtgemeinde Lathen,0,0,0,0
2020-03-12,Samtgemeinde Lengerich,0,0,0,0
2020-03-12,Stadt Lingen (Ems),0,0,0,0
2020-03-12,Stadt Meppen,0,0,0,0
2020-03-12,Samtgemeinde Nordhümmling,0,0,0,0
2020-03-12,Stadt Papenburg,0,0,0,0
2020-03-12,Einheitsgemeinde Rhede (Ems),0,0,0,0
2020-03-12,Einheitsgemeinde Salzbergen,0,0,0,0
2020-03-12,Samtgemeinde Sögel,0,0,0,0
2020-03-12,Samtgemeinde Spelle,0,0,0,0
2020-03-12,Einheitsgemeinde Twist,0,0,0,0
2020-03-12,Samtgemeinde Werlte,0,0,0,0
2020-03-12,Gesamt,3,0,0,3,0.0,0.0,0.0
2020-03-13,Samtgemeinde Dörpen,0,0,0,0
2020-03-13,Einheitsgemeinde Emsbüren,0,0,0,0
2020-03-13,Samtgemeinde Freren,0,0,0,0
2020-03-13,Einheitsgemeinde Geeste,0,0,0,0
2020-03-13,Stadt Haren (Ems),0,0,0,0
2020-03-13,Stadt Haselünne,0,0,0,0
2020-03-13,Samtgemeinde Herzlake,0,0,0,0
2020-03-13,Samtgemeinde Lathen,0,0,0,0
2020-03-13,Samtgemeinde Lengerich,0,0,0,0
2020-03-13,Stadt Lingen (Ems),0,0,0,0
2020-03-13,Stadt Meppen,0,0,0,0
2020-03-13,Samtgemeinde Nordhümmling,0,0,0,0
2020-03-13,Stadt Papenburg,0,0,0,0
2020-03-13,Einheitsgemeinde Rhede (Ems),0,0,0,0
2020-03-13,Einheitsgemeinde Salzbergen,0,0,0,0
2020-03-13,Samtgemeinde Sögel,0,0,0,0
2020-03-13,Samtgemeinde Spelle,0,0,0,0
2020-03-13,Einheitsgemeinde Twist,0,0,0,0
2020-03-13,Samtgemeinde Werlte,0,0,0,0
2020-03-13,Gesamt,8,0,0,8,0.0,0.0,0.0
2020-03-14,Samtgemeinde Dörpen,0,0,0,0
2020-03-14,Einheitsgemeinde Emsbüren,0,0,0,0
2020-03-14,Samtgemeinde Freren,0,0,0,0
2020-03-14,Einheitsgemeinde Geeste,0,0,0,0
2020-03-14,Stadt Haren (Ems),0,0,0,0
2020-03-14,Stadt Haselünne,0,0,0,0
2020-03-14,Samtgemeinde Herzlake,0,0,0,0
2020-03-14,Samtgemeinde Lathen,0,0,0,0
2020-03-14,Samtgemeinde Lengerich,0,0,0,0
2020-03-14,Stadt Lingen (Ems),0,0,0,0
2020-03-14,Stadt Meppen,0,0,0,0
2020-03-14,Samtgemeinde Nordhümmling,0,0,0,0
2020-03-14,Stadt Papenburg,0,0,0,0
2020-03-14,Einheitsgemeinde Rhede (Ems),0,0,0,0
2020-03-14,Einheitsgemeinde Salzbergen,0,0,0,0
2020-03-14,Samtgemeinde Sögel,0,0,0,0
2020-03-14,Samtgemeinde Spelle,0,0,0,0
2020-03-14,Einheitsgemeinde Twist,0,0,0,0
2020-03-14,Samtgemeinde Werlte,0,0,0,0
2020-03-14,Gesamt,8,0,0,8,0.0,0.0,0.0
2020-03-15,Samtgemeinde Dörpen,0,0,0,0
2020-03-15,Einheitsgemeinde Emsbüren,0,0,0,0
2020-03-15,Samtgemeinde Freren,0,0,0,0
2020-03-15,Einheitsgemeinde Geeste,0,0,0,0
2020-03-15,Stadt Haren (Ems),0,0,0,0
2020-03-15,Stadt Haselünne,0,0,0,0
2020-03-15,Samtgemeinde Herzlake,0,0,0,0
2020-03-15,Samtgemeinde Lathen,0,0,0,0
2020-03-15,Samtgemeinde Lengerich,0,0,0,0
2020-03-15,Stadt Lingen (Ems),0,0,0,0
2020-03-15,Stadt Meppen,0,0,0,0
2020-03-15,Samtgemeinde Nordhümmling,0,0,0,0
2020-03-15,Stadt Papenburg,0,0,0,0
2020-03-15,Einheitsgemeinde Rhede (Ems),0,0,0,0
2020-03-15,Einheitsgemeinde Salzbergen,0,0,0,0
2020-03-15,Samtgemeinde Sögel,0,0,0,0
2020-03-15,Samtgemeinde Spelle,0,0,0,0
2020-03-15,Einheitsgemeinde Twist,0,0,0,0
2020-03-15,Samtgemeinde Werlte,0,0,0,0
2020-03-15,Gesamt,22,0,0,22,0.0,0.0,0.0
2020-03-16,Samtgemeinde Dörpen,0,0,0,0
2020-03-16,Einheitsgemeinde Emsbüren,0,0,0,0
2020-03-16,Samtgemeinde Freren,0,0,0,0
2020-03-16,Einheitsgemeinde Geeste,0,0,0,0
2020-03-16,Stadt Haren (Ems),0,0,0,0
2020-03-16,Stadt Haselünne,0,0,0,0
2020-03-16,Samtgemeinde Herzlake,0,0,0,0
2020-03-16,Samtgemeinde Lathen,0,0,0,0
2020-03-16,Samtgemeinde Lengerich,0,0,0,0
2020-03-16,Stadt Lingen (Ems),0,0,0,0
2020-03-16,Stadt Meppen,0,0,0,0
2020-03-16,Samtgemeinde Nordhümmling,0,0,0,0
2020-03-16,Stadt Papenburg,0,0,0,0
2020-03-16,Einheitsgemeinde Rhede (Ems),0,0,0,0
2020-03-16,Einheitsgemeinde Salzbergen,0,0,0,0
2020-03-16,Samtgemeinde Sögel,0,0,0,0
2020-03-16,Samtgemeinde Spelle,0,0,0,0
2020-03-16,Einheitsgemeinde Twist,0,0,0,0
2020-03-16,Samtgemeinde Werlte,0,0,0,0
2020-03-16,Gesamt,31,0,0,31,0.0,0.0,0.0
2020-03-17,Samtgemeinde Dörpen,1,0,0,0
2020-03-17,Einheitsgemeinde Emsbüren,2,0,0,0
2020-03-17,Samtgemeinde Freren,0,0,0,0
2020-03-17,Einheitsgemeinde Geeste,0,0,0,0
2020-03-17,Stadt Haren (Ems),0,0,0,0
2020-03-17,Stadt Haselünne,4,0,0,0
2020-03-17,Samtgemeinde Herzlake,0,0,0,0
2020-03-17,Samtgemeinde Lathen,1,0,0,0
2020-03-17,Samtgemeinde Lengerich,0,0,0,0
2020-03-17,Stadt Lingen (Ems),7,0,0,0
2020-03-17,Stadt Meppen,1,0,0,0
2020-03-17,Samtgemeinde Nordhümmling,2,0,0,0
2020-03-17,Stadt Papenburg,15,0,0,0
2020-03-17,Einheitsgemeinde Rhede (Ems),0,0,0,0
2020-03-17,Einheitsgemeinde Salzbergen,0,0,0,0
2020-03-17,Samtgemeinde Sögel,0,0,0,0
2020-03-17,Samtgemeinde Spelle,1,0,0,0
2020-03-17,Einheitsgemeinde Twist,1,0,0,0
2020-03-17,Samtgemeinde Werlte,1,0,0,0
2020-03-17,Gesamt,36,0,0,36,0.0,0.0,0.0
2020-03-18,Samtgemeinde Dörpen,1,0,0,0
2020-03-18,Einheitsgemeinde Emsbüren,2,0,0,0
2020-03-18,Samtgemeinde Freren,0,0,0,0
2020-03-18,Einheitsgemeinde Geeste,0,0,0,0
2020-03-18,Stadt Haren (Ems),0,0,0,0
2020-03-18,Stadt Haselünne,7,0,0,0
2020-03-18,Samtgemeinde Herzlake,0,0,0,0
2020-03-18,Samtgemeinde Lathen,1,0,0,0
2020-03-18,Samtgemeinde Lengerich,0,0,0,0
2020-03-18,Stadt Lingen (Ems),7,0,0,0
2020-03-18,Stadt Meppen,4,0,0,0
2020-03-18,Samtgemeinde Nordhümmling,2,0,0,0
2020-03-18,Stadt Papenburg,16,0,0,0
2020-03-18,Einheitsgemeinde Rhede (Ems),0,0,0,0
2020-03-18,Einheitsgemeinde Salzbergen,0,0,0,0
2020-03-18,Samtgemeinde Sögel,0,0,0,0
2020-03-18,Samtgemeinde Spelle,1,0,0,0
2020-03-18,Einheitsgemeinde Twist,1,0,0,0
2020-03-18,Samtgemeinde Werlte,1,0,0,0
2020-03-18,Gesamt,43,0,0,43,0.0,0.0,0.0
2020-03-19,Samtgemeinde Dörpen,2,0,0,0
2020-03-19,Einheitsgemeinde Emsbüren,2,0,0,0
2020-03-19,Samtgemeinde Freren,2,0,0,0
2020-03-19,Einheitsgemeinde Geeste,1,0,0,0
2020-03-19,Stadt Haren (Ems),1,0,0,0
2020-03-19,Stadt Haselünne,8,0,0,0
2020-03-19,Samtgemeinde Herzlake,0,0,0,0
2020-03-19,Samtgemeinde Lathen,1,0,0,0
2020-03-19,Samtgemeinde Lengerich,0,0,0,0
2020-03-19,Stadt Lingen (Ems),8,0,0,0
2020-03-19,Stadt Meppen,4,0,0,0
2020-03-19,Samtgemeinde Nordhümmling,2,0,0,0
2020-03-19,Stadt Papenburg,16,0,0,0
2020-03-19,Einheitsgemeinde Rhede (Ems),0,0,0,0
2020-03-19,Einheitsgemeinde Salzbergen,0,0,0,0
2020-03-19,Samtgemeinde Sögel,0,0,0,0
2020-03-19,Samtgemeinde Spelle,1,0,0,0
2020-03-19,Einheitsgemeinde Twist,1,0,0,0
2020-03-19,Samtgemeinde Werlte,2,0,0,0
2020-03-19,Gesamt,51,0,0,51,0.0,0.0,0.0
2020-03-20,Samtgemeinde Dörpen,2,0,0,0
2020-03-20,Einheitsgemeinde Emsbüren,2,0,0,0
2020-03-20,Samtgemeinde Freren,2,0,0,0
2020-03-20,Einheitsgemeinde Geeste,1,0,0,0
2020-03-20,Stadt Haren (Ems),1,0,0,0
2020-03-20,Stadt Haselünne,11,0,0,0
2020-03-20,Samtgemeinde Herzlake,0,0,0,0
2020-03-20,Samtgemeinde Lathen,1,0,0,0
2020-03-20,Samtgemeinde Lengerich,0,0,0,0
2020-03-20,Stadt Lingen (Ems),9,0,0,0
2020-03-20,Stadt Meppen,4,0,0,0
2020-03-20,Samtgemeinde Nordhümmling,2,0,0,0
2020-03-20,Stadt Papenburg,17,0,0,0
2020-03-20,Einheitsgemeinde Rhede (Ems),0,0,0,0
2020-03-20,Einheitsgemeinde Salzbergen,0,0,0,0
2020-03-20,Samtgemeinde Sögel,0,0,0,0
2020-03-20,Samtgemeinde Spelle,1,0,0,0
2020-03-20,Einheitsgemeinde Twist,1,0,0,0
2020-03-20,Samtgemeinde Werlte,2,0,0,0
2020-03-20,Gesamt,56,0,0,56,0.0,0.0,0.0
2020-03-21,Samtgemeinde Dörpen,2,0,0,0
2020-03-21,Einheitsgemeinde Emsbüren,2,0,0,0
2020-03-21,Samtgemeinde Freren,2,0,0,0
2020-03-21,Einheitsgemeinde Geeste,1,0,0,0
2020-03-21,Stadt Haren (Ems),1,0,0,0
2020-03-21,Stadt Haselünne,11,0,0,0
2020-03-21,Samtgemeinde Herzlake,0,0,0,0
2020-03-21,Samtgemeinde Lathen,2,0,0,0
2020-03-21,Samtgemeinde Lengerich,0,0,0,0
2020-03-21,Stadt Lingen (Ems),11,0,0,0
2020-03-21,Stadt Meppen,6,0,0,0
2020-03-21,Samtgemeinde Nordhümmling,3,0,0,0
2020-03-21,Stadt Papenburg,17,0,0,0
2020-03-21,Einheitsgemeinde Rhede (Ems),0,0,0,0
2020-03-21,Einheitsgemeinde Salzbergen,0,0,0,0
2020-03-21,Samtgemeinde Sögel,0,0,0,0
2020-03-21,Samtgemeinde Spelle,1,0,0,0
2020-03-21,Einheitsgemeinde Twist,2,0,0,0
2020-03-21,Samtgemeinde Werlte,2,0,0,0
2020-03-21,Gesamt,63,0,0,63,0.0,0.0,0.0
2020-03-22,Samtgemeinde Dörpen,2,0,0,0
2020-03-22,Einheitsgemeinde Emsbüren,2,0,0,0
2020-03-22,Samtgemeinde Freren,2,0,0,0
2020-03-22,Einheitsgemeinde Geeste,1,0,0,0
2020-03-22,Stadt Haren (Ems),1,0,0,0
2020-03-22,Stadt Haselünne,12,0,0,0
2020-03-22,Samtgemeinde Herzlake,0,0,0,0
2020-03-22,Samtgemeinde Lathen,2,0,0,0
2020-03-22,Samtgemeinde Lengerich,0,0,0,0
2020-03-22,Stadt Lingen (Ems),11,0,0,0
2020-03-22,Stadt Meppen,6,0,0,0
2020-03-22,Samtgemeinde Nordhümmling,3,0,0,0
2020-03-22,Stadt Papenburg,17,0,0,0
2020-03-22,Einheitsgemeinde Rhede (Ems),0,0,0,0
2020-03-22,Einheitsgemeinde Salzbergen,0,0,0,0
2020-03-22,Samtgemeinde Sögel,0,0,0,0
2020-03-22,Samtgemeinde Spelle,1,0,0,0
2020-03-22,Einheitsgemeinde Twist,2,0,0,0
2020-03-22,Samtgemeinde Werlte,2,0,0,0
2020-03-22,Gesamt,64,0,0,64,0.0,0.0,0.0
2020-03-23,Samtgemeinde Dörpen,2,1,0,0
2020-03-23,Einheitsgemeinde Emsbüren,2,0,0,0
2020-03-23,Samtgemeinde Freren,2,0,0,0
2020-03-23,Einheitsgemeinde Geeste,1,0,0,0
2020-03-23,Stadt Haren (Ems),1,0,0,0
2020-03-23,Stadt Haselünne,13,0,0,0
2020-03-23,Samtgemeinde Herzlake,0,0,0,0
2020-03-23,Samtgemeinde Lathen,2,0,0,0
2020-03-23,Samtgemeinde Lengerich,0,0,0,0
2020-03-23,Stadt Lingen (Ems),13,0,0,0
2020-03-23,Stadt Meppen,6,0,0,0
2020-03-23,Samtgemeinde Nordhümmling,3,0,0,0
2020-03-23,Stadt Papenburg,17,2,0,0
2020-03-23,Einheitsgemeinde Rhede (Ems),0,0,0,0
2020-03-23,Einheitsgemeinde Salzbergen,0,0,0,0
2020-03-23,Samtgemeinde Sögel,0,0,0,0
2020-03-23,Samtgemeinde Spelle,1,0,0,0
2020-03-23,Einheitsgemeinde Twist,2,0,0,0
2020-03-23,Samtgemeinde Werlte,2,0,0,0
2020-03-23,Gesamt,67,3,0,64,0.0,0.0,0.0
2020-03-24,Samtgemeinde Dörpen,2,1,0,0
2020-03-24,Einheitsgemeinde Emsbüren,2,0,0,0
2020-03-24,Samtgemeinde Freren,2,0,0,0
2020-03-24,Einheitsgemeinde Geeste,2,0,0,0
2020-03-24,Stadt Haren (Ems),2,0,0,0
2020-03-24,Stadt Haselünne,16,0,0,0
2020-03-24,Samtgemeinde Herzlake,0,0,0,0
2020-03-24,Samtgemeinde Lathen,2,0,0,0
2020-03-24,Samtgemeinde Lengerich,0,0,0,0
2020-03-24,Stadt Lingen (Ems),15,0,0,0
2020-03-24,Stadt Meppen,7,0,0,0
2020-03-24,Samtgemeinde Nordhümmling,3,0,0,0
2020-03-24,Stadt Papenburg,19,2,0,0
2020-03-24,Einheitsgemeinde Rhede (Ems),0,0,0,0
2020-03-24,Einheitsgemeinde Salzbergen,1,0,0,0
2020-03-24,Samtgemeinde Sögel,0,0,0,0
2020-03-24,Samtgemeinde Spelle,1,0,0,0
2020-03-24,Einheitsgemeinde Twist,2,0,0,0
2020-03-24,Samtgemeinde Werlte,2,0,0,0
2020-03-24,Gesamt,78,3,0,75,0.0,0.0,0.0
2020-03-25,Samtgemeinde Dörpen,2,1,0,0
2020-03-25,Einheitsgemeinde Emsbüren,2,0,0,0
2020-03-25,Samtgemeinde Freren,3,0,0,0
2020-03-25,Einheitsgemeinde Geeste,3,0,0,0
2020-03-25,Stadt Haren (Ems),2,0,0,0
2020-03-25,Stadt Haselünne,19,0,0,0
2020-03-25,Samtgemeinde Herzlake,2,0,0,0
2020-03-25,Samtgemeinde Lathen,3,0,0,0
2020-03-25,Samtgemeinde Lengerich,0,0,0,0
2020-03-25,Stadt Lingen (Ems),19,0,0,0
2020-03-25,Stadt Meppen,7,0,0,0
2020-03-25,Samtgemeinde Nordhümmling,3,0,0,0
2020-03-25,Stadt Papenburg,19,2,0,0
2020-03-25,Einheitsgemeinde Rhede (Ems),0,0,0,0
2020-03-25,Einheitsgemeinde Salzbergen,3,0,0,0
2020-03-25,Samtgemeinde Sögel,0,0,0,0
2020-03-25,Samtgemeinde Spelle,1,0,0,0
2020-03-25,Einheitsgemeinde Twist,3,1,0,0
2020-03-25,Samtgemeinde Werlte,2,0,0,0
2020-03-25,Gesamt,93,4,1,88,0.0,0.0,0.0
2020-03-26,Samtgemeinde Dörpen,2,1,0,0
2020-03-26,Einheitsgemeinde Emsbüren,2,0,0,0
2020-03-26,Samtgemeinde Freren,4,0,0,0
2020-03-26,Einheitsgemeinde Geeste,3,0,0,0
2020-03-26,Stadt Haren (Ems),8,0,0,0
2020-03-26,Stadt Haselünne,21,0,0,0
2020-03-26,Samtgemeinde Herzlake,2,0,0,0
2020-03-26,Samtgemeinde Lathen,3,0,0,0
2020-03-26,Samtgemeinde Lengerich,0,0,0,0
2020-03-26,Stadt Lingen (Ems),19,0,0,0
2020-03-26,Stadt Meppen,7,0,0,0
2020-03-26,Samtgemeinde Nordhümmling,3,0,0,0
2020-03-26,Stadt Papenburg,19,3,0,0
2020-03-26,Einheitsgemeinde Rhede (Ems),0,0,0,0
2020-03-26,Einheitsgemeinde Salzbergen,3,0,0,0
2020-03-26,Samtgemeinde Sögel,0,0,0,0
2020-03-26,Samtgemeinde Spelle,1,0,0,0
2020-03-26,Einheitsgemeinde Twist,3,1,0,0
2020-03-26,Samtgemeinde Werlte,2,0,0,0
2020-03-26,Gesamt,102,5,1,96,0.0,0.0,0.0
2020-03-27,Samtgemeinde Dörpen,2,1,0,0
2020-03-27,Einheitsgemeinde Emsbüren,2,0,0,0
2020-03-27,Samtgemeinde Freren,5,0,0,0
2020-03-27,Einheitsgemeinde Geeste,3,0,0,0
2020-03-27,Stadt Haren (Ems),10,0,0,0
2020-03-27,Stadt Haselünne,22,2,0,0
2020-03-27,Samtgemeinde Herzlake,4,0,0,0
2020-03-27,Samtgemeinde Lathen,4,0,0,0
2020-03-27,Samtgemeinde Lengerich,2,0,0,0
2020-03-27,Stadt Lingen (Ems),20,0,0,0
2020-03-27,Stadt Meppen,7,0,0,0
2020-03-27,Samtgemeinde Nordhümmling,3,0,0,0
2020-03-27,Stadt Papenburg,19,6,0,0
2020-03-27,Einheitsgemeinde Rhede (Ems),0,0,0,0
2020-03-27,Einheitsgemeinde Salzbergen,3,0,0,0
2020-03-27,Samtgemeinde Sögel,1,0,0,0
2020-03-27,Samtgemeinde Spelle,2,0,0,0
2020-03-27,Einheitsgemeinde Twist,3,1,0,0
2020-03-27,Samtgemeinde Werlte,2,2,0,0
2020-03-27,Gesamt,114,8,1,105,0.0,0.0,0.0
2020-03-28,Samtgemeinde Dörpen,2,1,0,0
2020-03-28,Einheitsgemeinde Emsbüren,2,1,0,0
2020-03-28,Samtgemeinde Freren,5,0,0,0
2020-03-28,Einheitsgemeinde Geeste,3,0,0,0
2020-03-28,Stadt Haren (Ems),12,0,0,0
2020-03-28,Stadt Haselünne,25,2,0,0
2020-03-28,Samtgemeinde Herzlake,5,0,0,0
2020-03-28,Samtgemeinde Lathen,4,0,0,0
2020-03-28,Samtgemeinde Lengerich,7,0,0,0
2020-03-28,Stadt Lingen (Ems),22,2,0,0
2020-03-28,Stadt Meppen,9,0,0,0
2020-03-28,Samtgemeinde Nordhümmling,3,0,0,0
2020-03-28,Stadt Papenburg,19,7,0,0
2020-03-28,Einheitsgemeinde Rhede (Ems),0,0,0,0
2020-03-28,Einheitsgemeinde Salzbergen,4,0,0,0
2020-03-28,Samtgemeinde Sögel,2,0,0,0
2020-03-28,Samtgemeinde Spelle,2,0,0,0
2020-03-28,Einheitsgemeinde Twist,8,1,0,0
2020-03-28,Samtgemeinde Werlte,2,2,0,0
2020-03-28,Gesamt,136,16,1,119,0.0,0.0,0.0
2020-03-29,Samtgemeinde Dörpen,2,1,0,0
2020-03-29,Einheitsgemeinde Emsbüren,2,1,0,0
2020-03-29,Samtgemeinde Freren,5,0,0,0
2020-03-29,Einheitsgemeinde Geeste,4,0,0,0
2020-03-29,Stadt Haren (Ems),12,3,0,0
2020-03-29,Stadt Haselünne,25,2,0,0
2020-03-29,Samtgemeinde Herzlake,5,0,0,0
2020-03-29,Samtgemeinde Lathen,4,0,0,0
2020-03-29,Samtgemeinde Lengerich,8,0,0,0
2020-03-29,Stadt Lingen (Ems),24,2,0,0
2020-03-29,Stadt Meppen,9,0,0,0
2020-03-29,Samtgemeinde Nordhümmling,3,2,0,0
2020-03-29,Stadt Papenburg,19,10,0,0
2020-03-29,Einheitsgemeinde Rhede (Ems),0,0,0,0
2020-03-29,Einheitsgemeinde Salzbergen,4,0,0,0
2020-03-29,Samtgemeinde Sögel,2,0,0,0
2020-03-29,Samtgemeinde Spelle,2,0,0,0
2020-03-29,Einheitsgemeinde Twist,8,1,0,0
2020-03-29,Samtgemeinde Werlte,2,2,0,0
2020-03-29,Gesamt,140,24,1,115,0.0,0.0,0.0
2020-03-30,Samtgemeinde Dörpen,2,1,0,0
2020-03-30,Einheitsgemeinde Emsbüren,3,1,0,0
2020-03-30,Samtgemeinde Freren,5,1,0,0
2020-03-30,Einheitsgemeinde Geeste,4,0,0,0
2020-03-30,Stadt Haren (Ems),12,3,0,0
2020-03-30,Stadt Haselünne,25,3,0,0
2020-03-30,Samtgemeinde Herzlake,6,0,0,0
2020-03-30,Samtgemeinde Lathen,4,1,0,0
2020-03-30,Samtgemeinde Lengerich,8,0,0,0
2020-03-30,Stadt Lingen (Ems),25,3,0,0
2020-03-30,Stadt Meppen,10,0,0,0
2020-03-30,Samtgemeinde Nordhümmling,3,2,0,0
2020-03-30,Stadt Papenburg,19,10,0,0
2020-03-30,Einheitsgemeinde Rhede (Ems),0,0,0,0
2020-03-30,Einheitsgemeinde Salzbergen,4,0,0,0
2020-03-30,Samtgemeinde Sögel,2,0,0,0
2020-03-30,Samtgemeinde Spelle,4,1,0,0
2020-03-30,Einheitsgemeinde Twist,8,1,0,0
2020-03-30,Samtgemeinde Werlte,2,2,0,0
2020-03-30,Gesamt,146,29,1,116,0.0,0.0,0.0
2020-03-31,Samtgemeinde Dörpen,2,1,0,0
2020-03-31,Einheitsgemeinde Emsbüren,3,1,0,0
2020-03-31,Samtgemeinde Freren,4,1,0,0
2020-03-31,Einheitsgemeinde Geeste,5,0,0,0
2020-03-31,Stadt Haren (Ems),13,3,0,0
2020-03-31,Stadt Haselünne,25,6,0,0
2020-03-31,Samtgemeinde Herzlake,6,0,0,0
2020-03-31,Samtgemeinde Lathen,4,1,0,0
2020-03-31,Samtgemeinde Lengerich,8,0,0,0
2020-03-31,Stadt Lingen (Ems),25,4,0,0
2020-03-31,Stadt Meppen,11,3,0,0
2020-03-31,Samtgemeinde Nordhümmling,3,2,0,0
2020-03-31,Stadt Papenburg,20,12,0,0
2020-03-31,Einheitsgemeinde Rhede (Ems),0,0,0,0
2020-03-31,Einheitsgemeinde Salzbergen,5,0,0,0
2020-03-31,Samtgemeinde Sögel,2,0,0,0
2020-03-31,Samtgemeinde Spelle,4,1,0,0
2020-03-31,Einheitsgemeinde Twist,7,0,0,0
2020-03-31,Samtgemeinde Werlte,2,2,0,0
2020-03-31,Gesamt,149,37,2,110,0.0,0.0,0.0
2020-04-01,Samtgemeinde Dörpen,3,1,0,0
2020-04-01,Einheitsgemeinde Emsbüren,4,1,0,0
2020-04-01,Samtgemeinde Freren,4,1,0,0
2020-04-01,Einheitsgemeinde Geeste,5,0,0,0
2020-04-01,Stadt Haren (Ems),13,4,0,0
2020-04-01,Stadt Haselünne,28,7,0,0
2020-04-01,Samtgemeinde Herzlake,7,0,0,0
2020-04-01,Samtgemeinde Lathen,4,1,0,0
2020-04-01,Samtgemeinde Lengerich,8,0,0,0
2020-04-01,Stadt Lingen (Ems),34,7,0,0
2020-04-01,Stadt Meppen,11,4,0,0
2020-04-01,Samtgemeinde Nordhümmling,3,2,0,0
2020-04-01,Stadt Papenburg,20,12,0,0
2020-04-01,Einheitsgemeinde Rhede (Ems),1,0,0,0
2020-04-01,Einheitsgemeinde Salzbergen,5,0,0,0
2020-04-01,Samtgemeinde Sögel,2,0,0,0
2020-04-01,Samtgemeinde Spelle,4,1,0,0
2020-04-01,Einheitsgemeinde Twist,7,0,0,0
2020-04-01,Samtgemeinde Werlte,2,2,0,0
2020-04-01,Gesamt,165,43,3,119,0.0,0.0,0.0
2020-04-02,Samtgemeinde Dörpen,4,1,0,0
2020-04-02,Einheitsgemeinde Emsbüren,4,1,0,0
2020-04-02,Samtgemeinde Freren,4,1,0,0
